"hand_breadth","hand_circumference","hand_length","Gender","Weight","Height"
"88","206","190","Male","83.46","175.26"
"89","214","196","Male","113.4","190.5"
"93","220","189","Male","101.6","187.96"
"94","229","193","Male","81.19","180.34"
"81","194","184","Male","70.31","175.26"
"93","222","190","Male","98.88","180.34"
"90","213","193","Male","95.25","177.8"
"90","214","192","Male","83.01","172.72"
"94","227","195","Male","113.4","177.8"
"89","213","204","Male","83.91","187.96"
"88","213","184","Male","90.72","167.64"
"87","208","187","Male","85.28","182.88"
"87","212","190","Male","95.25","175.26"
"89","212","193","Male","97.52","177.8"
"91","215","190","Male","100.7","175.26"
"85","200","184","Male","88.45","175.26"
"88","214","184","Male","99.79","175.26"
"92","223","195","Male","90.72","170.18"
"93","225","194","Male","95.25","177.8"
"91","220","210","Male","113.4","185.42"
"76","186","179","Male","72.57","165.1"
"92","215","187","Male","74.84","175.26"
"90","213","191","Male","79.38","172.72"
"88","210","190","Male","81.65","182.88"
"86","212","197","Male","90.72","182.88"
"81","197","204","Male","74.84","190.5"
"98","226","204","Male","83.01","187.96"
"91","218","207","Male","83.91","182.88"
"88","209","189","Male","90.72","180.34"
"91","216","193","Male","103.42","182.88"
"89","214","201","Male","81.65","185.42"
"91","214","205","Male","99.79","198.12"
"91","217","196","Male","95.25","185.42"
"82","197","182","Male","71.67","170.18"
"79","185","183","Male","61.23","170.18"
"87","210","202","Male","81.65","190.5"
"82","192","188","Male","76.66","175.26"
"93","220","197","Male","92.99","180.34"
"90","210","184","Male","95.25","167.64"
"87","205","188","Male","82.55","175.26"
"90","210","204","Male","88.45","187.96"
"92","220","198","Male","92.99","185.42"
"85","195","201","Male","63.5","180.34"
"86","202","190","Male","77.11","167.64"
"87","206","206","Male","68.04","180.34"
"88","209","190","Male","86.18","180.34"
"94","223","212","Male","80.74","177.8"
"84","203","196","Male","74.84","175.26"
"96","231","218","Male","104.33","187.96"
"88","213","194","Male","100.24","193.04"
"81","196","193","Male","81.65","182.88"
"86","206","184","Male","77.11","175.26"
"91","220","208","Male","106.59","180.34"
"92","219","196","Male","83.46","182.88"
"85","207","175","Male","77.11","167.64"
"88","209","186","Male","63.5","177.8"
"79","191","187","Male","64.41","170.18"
"88","205","186","Male","74.84","170.18"
"85","200","185","Male","68.04","170.18"
"90","215","177","Male","83.01","175.26"
"98","233","213","Male","104.33","187.96"
"89","209","178","Male","81.65","170.18"
"91","215","200","Male","91.17","180.34"
"90","208","187","Male","95.25","177.8"
"82","195","185","Male","70.76","165.1"
"97","230","208","Male","120.2","187.96"
"90","215","194","Male","95.25","190.5"
"84","203","193","Male","72.57","152.4"
"85","202","190","Male","102.06","180.34"
"90","217","205","Male","90.26","182.88"
"90","217","208","Male","104.33","187.96"
"82","197","187","Male","70.31","170.18"
"91","208","198","Male","86.18","180.34"
"85","204","182","Male","77.11","167.64"
"85","203","195","Male","77.11","177.8"
"82","202","186","Male","77.56","177.8"
"85","203","187","Male","52.62","167.64"
"87","208","175","Male","69.4","177.8"
"83","203","183","Male","83.91","170.18"
"92","224","198","Male","88.45","180.34"
"86","206","177","Male","75.3","165.1"
"86","205","203","Male","65.77","187.96"
"82","195","185","Male","54.43","172.72"
"93","223","195","Male","95.25","182.88"
"75","190","171","Male","72.57","167.64"
"97","224","217","Male","90.72","177.8"
"91","214","198","Male","104.33","193.04"
"82","193","190","Male","67.13","175.26"
"87","206","182","Male","68.04","170.18"
"99","238","214","Male","113.4","193.04"
"85","203","198","Male","79.38","187.96"
"94","226","191","Male","83.91","167.64"
"90","215","197","Male","92.99","187.96"
"88","215","194","Male","81.19","180.34"
"87","210","195","Male","83.01","177.8"
"82","196","197","Male","68.04","180.34"
"88","211","187","Male","80.74","170.18"
"81","199","184","Male","92.99","175.26"
"85","204","190","Male","79.38","172.72"
"87","206","208","Male","81.65","187.96"
"90","218","203","Male","88.45","187.96"
"89","211","198","Male","79.38","182.88"
"90","210","204","Male","102.06","190.5"
"92","208","196","Male","83.91","182.88"
"96","226","202","Male","108.86","195.58"
"95","227","197","Male","103.42","177.8"
"85","204","187","Male","78.47","172.72"
"87","211","194","Male","71.21","172.72"
"90","213","185","Male","79.38","170.18"
"91","214","193","Male","79.38","175.26"
"88","207","193","Male","79.83","180.34"
"87","210","192","Male","87.54","167.64"
"93","217","195","Male","76.66","175.26"
"88","210","180","Male","90.72","167.64"
"85","204","180","Male","77.11","170.18"
"82","197","193","Male","88","180.34"
"92","223","200","Male","88.9","177.8"
"91","215","197","Male","88.45","180.34"
"92","220","197","Male","97.52","185.42"
"95","233","211","Male","108.86","182.88"
"84","198","187","Male","77.11","167.64"
"94","231","200","Male","79.38","177.8"
"80","196","179","Male","67.13","180.34"
"80","185","177","Male","56.7","167.64"
"88","207","194","Male","86.18","177.8"
"81","194","180","Male","64.41","170.18"
"96","230","205","Male","92.99","187.96"
"85","203","185","Male","76.66","177.8"
"84","196","177","Male","68.04","170.18"
"93","214","200","Male","80.74","182.88"
"85","200","196","Male","74.84","182.88"
"88","206","185","Male","63.5","172.72"
"83","200","175","Male","68.04","172.72"
"81","202","181","Male","82.55","175.26"
"89","212","197","Male","78.02","177.8"
"90","213","190","Male","84.37","182.88"
"95","225","200","Male","95.25","180.34"
"88","211","173","Male","78.47","167.64"
"92","222","199","Male","73.48","177.8"
"90","206","190","Male","72.57","167.64"
"87","206","187","Male","74.84","177.8"
"90","222","186","Male","97.52","167.64"
"91","220","203","Male","95.25","185.42"
"88","212","191","Male","68.04","175.26"
"88","209","195","Male","85.28","182.88"
"84","200","190","Male","79.38","172.72"
"93","223","195","Male","95.25","170.18"
"90","210","194","Male","83.91","185.42"
"92","220","193","Male","95.25","187.96"
"87","206","188","Male","108.86","180.34"
"89","210","205","Male","91.17","182.88"
"85","208","183","Male","104.33","180.34"
"90","207","190","Male","65.77","177.8"
"83","196","183","Male","80.74","175.26"
"90","223","197","Male","87.09","177.8"
"91","221","209","Male","96.62","187.96"
"90","211","199","Male","70.31","170.18"
"89","206","195","Male","72.57","177.8"
"91","216","187","Male","99.79","180.34"
"87","208","179","Male","86.18","172.72"
"87","207","186","Male","72.57","172.72"
"92","218","194","Male","99.79","180.34"
"81","193","192","Male","68.95","185.42"
"93","221","208","Male","88.45","185.42"
"90","215","195","Male","84.82","175.26"
"92","218","208","Male","89.81","182.88"
"82","202","186","Male","97.07","177.8"
"87","201","190","Male","74.84","170.18"
"82","198","192","Male","78.47","167.64"
"85","200","177","Male","58.97","167.64"
"86","200","177","Male","70.31","167.64"
"93","219","201","Male","80.74","175.26"
"87","202","195","Male","77.11","177.8"
"90","212","202","Male","68.04","170.18"
"89","214","201","Male","95.25","182.88"
"88","212","196","Male","81.65","195.58"
"86","206","188","Male","72.57","182.88"
"89","216","207","Male","105.23","175.26"
"86","208","206","Male","92.99","187.96"
"88","208","181","Male","95.25","165.1"
"90","213","188","Male","99.79","170.18"
"90","216","192","Male","68.95","187.96"
"84","210","183","Male","81.19","187.96"
"90","213","187","Male","88.45","175.26"
"85","209","189","Male","88.9","175.26"
"83","198","196","Male","79.38","180.34"
"92","222","204","Male","84.37","190.5"
"83","202","194","Male","63.05","165.1"
"87","212","200","Male","90.72","177.8"
"98","232","211","Male","97.52","182.88"
"86","203","184","Male","71.67","165.1"
"88","215","183","Male","86.18","177.8"
"92","219","192","Male","79.83","180.34"
"89","213","193","Male","94.35","172.72"
"85","207","177","Male","86.18","172.72"
"92","224","216","Male","98.88","195.58"
"82","196","183","Male","61.23","175.26"
"94","223","215","Male","108.86","175.26"
"86","212","196","Male","92.99","180.34"
"88","210","180","Male","70.31","170.18"
"86","206","188","Male","73.94","172.72"
"91","217","192","Male","69.4","162.56"
"91","220","204","Male","108.86","187.96"
"95","227","186","Male","102.06","167.64"
"84","202","188","Male","72.57","177.8"
"93","224","191","Male","99.79","175.26"
"93","224","203","Male","88.45","177.8"
"88","215","181","Male","92.99","167.64"
"85","203","194","Male","77.11","172.72"
"82","202","178","Male","88.45","165.1"
"86","206","174","Male","81.65","167.64"
"93","222","193","Male","83.91","177.8"
"85","203","192","Male","92.99","177.8"
"93","225","197","Male","99.79","180.34"
"81","198","180","Male","81.19","172.72"
"87","206","191","Male","79.38","182.88"
"103","240","212","Male","111.13","193.04"
"90","210","193","Male","78.93","170.18"
"96","232","209","Male","124.74","193.04"
"93","226","203","Male","81.65","180.34"
"82","197","188","Male","79.38","170.18"
"90","216","200","Male","83.91","177.8"
"88","207","191","Male","82.1","172.72"
"82","200","194","Male","86.18","175.26"
"86","205","198","Male","83.91","180.34"
"85","207","192","Male","102.06","177.8"
"92","219","176","Male","90.72","175.26"
"86","202","199","Male","70.31","182.88"
"90","220","203","Male","99.79","187.96"
"82","200","181","Male","79.38","175.26"
"90","225","198","Male","95.25","180.34"
"84","202","191","Male","72.57","175.26"
"80","193","196","Male","65.77","167.64"
"94","223","204","Male","104.33","182.88"
"91","217","200","Male","95.25","180.34"
"88","211","193","Male","111.13","180.34"
"87","210","202","Male","88.45","180.34"
"90","215","202","Male","83.91","187.96"
"82","201","183","Male","83.91","175.26"
"90","219","198","Male","83.91","177.8"
"90","210","193","Male","74.84","172.72"
"83","203","188","Male","74.39","180.34"
"90","212","212","Male","79.38","182.88"
"90","215","188","Male","92.53","177.8"
"83","202","171","Male","70.76","172.72"
"105","248","235","Male","102.06","200.66"
"94","222","198","Male","86.18","177.8"
"98","235","203","Male","99.79","187.96"
"84","200","187","Male","58.97","175.26"
"90","213","201","Male","77.11","182.88"
"86","201","184","Male","65.77","170.18"
"89","218","198","Male","112.04","180.34"
"86","206","184","Male","86.18","170.18"
"88","215","199","Male","83.91","177.8"
"80","192","195","Male","70.31","180.34"
"88","215","201","Male","74.84","185.42"
"83","203","195","Male","85.73","175.26"
"84","204","193","Male","91.63","177.8"
"89","216","204","Male","93.89","182.88"
"85","206","199","Male","90.72","182.88"
"93","215","195","Male","97.52","182.88"
"85","202","190","Male","79.38","177.8"
"94","228","211","Male","78.93","195.58"
"90","216","198","Male","95.25","170.18"
"93","223","200","Male","108.86","182.88"
"91","217","200","Male","85.28","193.04"
"93","218","189","Male","108.86","182.88"
"96","230","211","Male","97.52","190.5"
"85","195","178","Male","63.5","170.18"
"91","221","208","Male","93.89","180.34"
"80","199","194","Male","77.11","167.64"
"92","217","194","Male","90.72","185.42"
"93","232","194","Male","106.59","177.8"
"79","192","188","Male","58.97","175.26"
"94","220","199","Male","86.18","180.34"
"82","199","178","Male","68.04","170.18"
"81","206","182","Male","83.01","165.1"
"91","220","200","Male","102.06","175.26"
"94","226","209","Male","76.2","180.34"
"90","215","191","Male","86.18","170.18"
"88","214","192","Male","99.79","172.72"
"91","222","214","Male","97.52","180.34"
"85","202","205","Male","71.21","198.12"
"89","215","189","Male","88.45","180.34"
"85","208","192","Male","99.79","167.64"
"85","204","186","Male","68.04","160.02"
"95","222","192","Male","106.59","182.88"
"96","230","224","Male","92.99","193.04"
"94","228","215","Male","97.52","182.88"
"90","217","203","Male","107.95","175.26"
"87","210","198","Male","71.21","172.72"
"83","200","190","Male","73.94","175.26"
"96","232","198","Male","111.13","175.26"
"88","213","202","Male","68.04","172.72"
"85","207","208","Male","74.84","175.26"
"88","213","189","Male","99.79","182.88"
"101","237","223","Male","98.88","195.58"
"94","227","215","Male","111.13","185.42"
"90","210","195","Male","74.84","182.88"
"85","202","188","Male","97.52","170.18"
"90","215","198","Male","86.18","187.96"
"98","233","206","Male","122.47","182.88"
"88","208","192","Male","63.5","175.26"
"91","221","197","Male","96.16","180.34"
"90","215","187","Male","77.11","170.18"
"79","192","203","Male","71.67","170.18"
"90","218","198","Male","88.45","175.26"
"98","238","200","Male","99.79","187.96"
"92","215","208","Male","90.72","180.34"
"85","202","185","Male","79.38","167.64"
"90","220","190","Male","88.45","175.26"
"92","219","202","Male","86.18","170.18"
"89","216","191","Male","65.77","170.18"
"86","211","202","Male","95.25","185.42"
"89","216","199","Male","78.02","185.42"
"85","200","183","Male","88","177.8"
"91","220","200","Male","88.9","180.34"
"90","216","187","Male","94.35","175.26"
"94","223","210","Male","99.79","180.34"
"92","222","188","Male","99.79","182.88"
"96","227","192","Male","87.54","170.18"
"91","217","198","Male","108.86","187.96"
"84","199","181","Male","73.48","180.34"
"86","207","186","Male","65.77","162.56"
"92","223","204","Male","102.06","187.96"
"87","208","184","Male","70.31","172.72"
"86","205","191","Male","87.09","193.04"
"88","215","202","Male","77.11","175.26"
"83","200","193","Male","77.11","185.42"
"96","230","212","Male","117.93","187.96"
"84","201","176","Male","99.79","167.64"
"91","224","219","Male","108.86","195.58"
"97","229","215","Male","104.33","182.88"
"85","199","176","Male","70.31","167.64"
"90","217","203","Male","102.51","180.34"
"85","206","188","Male","79.38","185.42"
"90","210","187","Male","90.72","177.8"
"97","230","203","Male","81.65","172.72"
"93","220","185","Male","88.45","170.18"
"94","225","197","Male","81.65","185.42"
"89","213","187","Male","76.66","170.18"
"93","223","210","Male","90.72","190.5"
"87","208","187","Male","79.38","175.26"
"91","219","193","Male","70.31","167.64"
"89","213","195","Male","74.84","180.34"
"86","206","203","Male","72.57","180.34"
"90","218","193","Male","79.38","175.26"
"84","200","190","Male","74.84","175.26"
"81","200","185","Male","72.57","167.64"
"80","192","179","Male","61.23","170.18"
"87","212","194","Male","79.38","167.64"
"74","179","169","Male","56.7","162.56"
"84","200","192","Male","72.57","180.34"
"94","223","197","Male","89.81","182.88"
"85","200","203","Male","72.57","187.96"
"94","223","182","Male","83.91","167.64"
"84","202","188","Male","72.57","180.34"
"87","213","191","Male","83.91","180.34"
"87","204","195","Male","80.29","182.88"
"92","215","202","Male","74.84","180.34"
"94","222","192","Male","74.84","172.72"
"99","229","193","Male","92.99","177.8"
"98","222","205","Male","83.91","182.88"
"87","208","186","Male","90.72","175.26"
"90","217","200","Male","83.91","182.88"
"87","208","207","Male","88.45","180.34"
"86","203","201","Male","78.47","182.88"
"81","193","174","Male","63.5","162.56"
"84","200","188","Male","86.18","170.18"
"80","189","187","Male","70.31","167.64"
"88","210","192","Male","79.38","170.18"
"89","215","191","Male","86.18","170.18"
"78","188","178","Male","70.31","160.02"
"86","203","192","Male","81.65","175.26"
"89","209","190","Male","82.1","170.18"
"88","208","190","Male","88.9","170.18"
"89","212","199","Male","79.38","193.04"
"83","197","185","Male","76.2","177.8"
"91","216","199","Male","81.19","193.04"
"95","223","206","Male","95.25","193.04"
"93","220","205","Male","88.45","190.5"
"87","212","198","Male","92.99","180.34"
"99","235","225","Male","97.52","187.96"
"92","220","183","Male","91.63","172.72"
"97","234","191","Male","99.79","177.8"
"92","228","189","Male","78.02","172.72"
"95","227","195","Male","110.68","180.34"
"88","214","179","Male","99.79","175.26"
"88","210","178","Male","81.65","170.18"
"88","212","190","Male","70.31","170.18"
"88","207","190","Male","87.09","177.8"
"87","209","188","Male","84.37","175.26"
"88","217","202","Male","104.33","180.34"
"85","205","186","Male","79.38","172.72"
"88","209","188","Male","71.67","182.88"
"89","213","183","Male","83.91","177.8"
"91","221","200","Male","97.52","180.34"
"93","215","190","Male","99.79","165.1"
"87","207","195","Male","86.18","177.8"
"88","210","205","Male","79.38","180.34"
"91","220","204","Male","86.18","182.88"
"96","231","210","Male","102.06","180.34"
"82","202","203","Male","70.76","172.72"
"86","208","205","Male","85.73","182.88"
"87","205","190","Male","102.51","170.18"
"82","196","195","Male","83.91","177.8"
"89","215","209","Male","96.16","182.88"
"85","202","184","Male","68.04","172.72"
"88","210","178","Male","83.91","170.18"
"87","211","205","Male","92.99","185.42"
"92","221","196","Male","108.86","180.34"
"89","215","194","Male","95.25","177.8"
"86","203","183","Male","81.65","170.18"
"83","199","182","Male","72.57","165.1"
"83","200","182","Male","90.72","175.26"
"92","228","210","Male","105.69","180.34"
"97","234","204","Male","102.97","180.34"
"84","205","185","Male","79.83","170.18"
"88","213","193","Male","83.46","175.26"
"87","210","187","Male","88","180.34"
"87","213","188","Male","88.9","175.26"
"99","238","199","Male","99.79","190.5"
"93","221","207","Male","113.4","185.42"
"85","202","172","Male","76.2","167.64"
"94","231","205","Male","112.94","187.96"
"92","219","213","Male","107.05","193.04"
"102","243","205","Male","126.55","180.34"
"95","230","222","Male","97.52","185.42"
"83","203","193","Male","90.72","172.72"
"86","206","173","Male","79.38","167.64"
"87","208","184","Male","87.09","172.72"
"93","225","206","Male","95.71","182.88"
"90","218","197","Male","82.55","180.34"
"81","195","179","Male","70.31","170.18"
"92","225","192","Male","93.44","175.26"
"86","207","199","Male","90.72","175.26"
"96","227","196","Male","92.99","180.34"
"90","217","203","Male","102.06","190.5"
"91","212","194","Male","72.57","180.34"
"83","199","183","Male","61.23","175.26"
"81","197","179","Male","70.31","170.18"
"88","210","182","Male","77.56","175.26"
"99","230","200","Male","78.02","182.88"
"92","224","192","Male","117.93","172.72"
"91","219","206","Male","107.5","190.5"
"84","203","185","Male","79.38","175.26"
"88","213","193","Male","74.84","172.72"
"85","204","188","Male","72.57","170.18"
"97","233","205","Male","81.65","180.34"
"88","216","200","Male","81.65","180.34"
"82","206","195","Male","79.38","172.72"
"86","201","195","Male","81.65","177.8"
"93","220","203","Male","70.31","177.8"
"90","218","200","Male","99.79","185.42"
"88","214","195","Male","79.83","175.26"
"85","207","189","Male","79.38","172.72"
"93","224","198","Male","108.86","190.5"
"86","209","192","Male","75.3","180.34"
"95","232","198","Male","95.25","185.42"
"87","208","200","Male","83.91","175.26"
"86","209","190","Male","83.46","180.34"
"83","199","188","Male","72.57","170.18"
"87","210","174","Male","77.11","170.18"
"87","208","193","Male","78.47","180.34"
"95","227","193","Male","99.34","172.72"
"91","217","192","Male","83.91","175.26"
"94","227","188","Male","92.99","170.18"
"94","225","193","Male","83.91","180.34"
"90","223","198","Male","129.27","190.5"
"83","200","191","Male","83.91","172.72"
"88","208","193","Male","78.47","180.34"
"87","204","197","Male","109.77","172.72"
"86","201","198","Male","68.04","167.64"
"87","210","184","Male","68.04","170.18"
"87","202","185","Male","63.5","175.26"
"80","187","187","Male","68.04","165.1"
"80","197","192","Male","71.21","172.72"
"90","217","199","Male","91.17","175.26"
"90","215","190","Male","79.38","167.64"
"100","247","225","Male","122.47","193.04"
"86","207","193","Male","79.38","172.72"
"90","215","197","Male","88.9","187.96"
"88","212","194","Male","86.18","172.72"
"95","222","198","Male","83.91","182.88"
"89","217","224","Male","95.25","185.42"
"90","220","212","Male","83.91","177.8"
"79","191","193","Male","68.04","175.26"
"93","217","198","Male","90.72","182.88"
"88","208","202","Male","75.75","177.8"
"88","210","208","Male","69.85","172.72"
"81","193","194","Male","77.11","180.34"
"92","222","210","Male","87.09","180.34"
"91","218","196","Male","90.72","180.34"
"90","214","204","Male","86.18","190.5"
"82","195","180","Male","58.51","170.18"
"91","215","195","Male","129.27","182.88"
"94","220","203","Male","90.72","180.34"
"88","208","193","Male","83.01","170.18"
"93","223","210","Male","78.47","187.96"
"86","210","197","Male","79.38","177.8"
"96","233","220","Male","115.67","190.5"
"83","197","173","Male","68.95","170.18"
"86","207","184","Male","98.88","167.64"
"82","200","185","Male","77.11","175.26"
"88","208","192","Male","70.31","172.72"
"88","204","202","Male","83.91","193.04"
"91","214","202","Male","70.31","172.72"
"92","218","212","Male","73.94","182.88"
"89","211","188","Male","72.57","170.18"
"87","213","188","Male","95.25","177.8"
"83","198","173","Male","81.19","175.26"
"85","201","189","Male","86.64","180.34"
"86","207","193","Male","79.38","182.88"
"90","218","213","Male","92.99","180.34"
"101","235","217","Male","95.25","182.88"
"91","217","194","Male","89.36","170.18"
"87","205","200","Male","86.18","172.72"
"81","189","178","Male","60.33","162.56"
"87","208","193","Male","106.59","175.26"
"91","215","195","Male","79.38","175.26"
"90","212","181","Male","79.38","165.1"
"92","218","189","Male","90.72","182.88"
"92","225","212","Male","113.4","182.88"
"100","238","215","Male","109.77","182.88"
"83","200","188","Male","95.25","175.26"
"93","222","206","Male","89.81","172.72"
"94","229","207","Male","107.5","180.34"
"102","240","225","Male","53.52","185.42"
"94","223","196","Male","95.71","177.8"
"91","218","205","Male","96.16","182.88"
"86","205","203","Male","77.56","182.88"
"82","202","190","Male","84.37","172.72"
"90","211","183","Male","90.72","172.72"
"95","222","196","Male","85.28","170.18"
"84","197","183","Male","79.38","165.1"
"85","210","207","Male","83.91","175.26"
"86","208","192","Male","86.18","170.18"
"93","223","192","Male","88.45","190.5"
"85","197","189","Male","67.59","167.64"
"90","214","215","Male","94.8","190.5"
"91","211","197","Male","95.25","185.42"
"93","222","205","Male","97.52","182.88"
"92","215","202","Male","81.19","187.96"
"90","214","194","Male","80.74","182.88"
"84","205","197","Male","65.77","172.72"
"90","212","189","Male","83.91","177.8"
"89","213","184","Male","90.72","180.34"
"91","217","208","Male","89.36","190.5"
"79","196","178","Male","79.38","167.64"
"91","215","186","Male","109.77","180.34"
"88","215","193","Male","83.91","177.8"
"88","209","192","Male","87.09","177.8"
"81","201","184","Male","81.65","165.1"
"88","209","179","Male","107.95","172.72"
"81","193","209","Male","70.31","187.96"
"94","223","203","Male","96.62","185.42"
"96","232","210","Male","122.47","190.5"
"87","208","196","Male","95.25","182.88"
"93","222","188","Male","89.81","170.18"
"90","210","198","Male","85.28","175.26"
"89","215","191","Male","90.26","170.18"
"96","235","225","Male","121.56","193.04"
"92","218","203","Male","102.06","175.26"
"84","204","203","Male","89.81","182.88"
"90","217","209","Male","68.04","187.96"
"90","221","218","Male","89.36","187.96"
"96","230","203","Male","115.67","180.34"
"92","222","200","Male","90.72","180.34"
"96","231","222","Male","104.33","185.42"
"85","208","175","Male","79.83","172.72"
"90","215","210","Male","97.52","177.8"
"95","223","197","Male","99.79","177.8"
"88","217","199","Male","83.91","175.26"
"84","202","188","Male","72.57","175.26"
"88","205","193","Male","68.04","180.34"
"93","220","193","Male","102.06","187.96"
"92","223","205","Male","96.62","187.96"
"93","222","200","Male","133.81","193.04"
"89","207","204","Male","88.45","185.42"
"86","205","190","Male","83.01","182.88"
"82","193","184","Male","65.77","175.26"
"85","205","190","Male","93.44","177.8"
"90","215","187","Male","93.89","180.34"
"93","224","193","Male","77.11","172.72"
"78","194","183","Male","86.18","170.18"
"89","210","189","Male","67.13","167.64"
"92","225","196","Male","82.1","172.72"
"85","208","184","Male","79.38","170.18"
"93","216","188","Male","88.45","162.56"
"82","200","180","Male","67.59","165.1"
"82","195","179","Male","78.02","165.1"
"98","237","195","Male","97.52","162.56"
"83","200","188","Male","57.61","170.18"
"90","210","199","Male","79.38","180.34"
"87","199","201","Male","97.52","187.96"
"88","218","189","Male","79.83","180.34"
"83","200","185","Male","71.21","172.72"
"91","214","192","Male","107.5","177.8"
"78","187","173","Male","68.04","167.64"
"87","208","192","Male","81.65","182.88"
"88","208","196","Male","74.84","182.88"
"92","219","194","Male","77.11","180.34"
"93","227","209","Male","117.93","187.96"
"85","208","196","Male","69.85","180.34"
"89","213","200","Male","90.72","185.42"
"83","200","177","Male","104.33","165.1"
"87","210","187","Male","82.55","175.26"
"88","209","193","Male","81.65","180.34"
"85","205","188","Male","68.04","175.26"
"87","209","193","Male","99.79","177.8"
"92","219","199","Male","80.74","177.8"
"89","210","183","Male","86.18","162.56"
"88","212","188","Male","74.84","177.8"
"90","214","192","Male","89.36","172.72"
"80","193","176","Male","84.82","167.64"
"89","211","188","Male","97.98","170.18"
"83","200","185","Male","74.84","180.34"
"89","213","185","Male","77.56","180.34"
"89","215","196","Male","86.18","175.26"
"93","218","210","Male","81.65","193.04"
"84","197","196","Male","83.01","180.34"
"82","200","183","Male","90.72","170.18"
"82","195","182","Male","66.68","165.1"
"96","233","207","Male","104.33","185.42"
"80","196","164","Male","72.57","165.1"
"86","210","183","Male","83.91","170.18"
"85","206","186","Male","82.1","172.72"
"94","223","218","Male","79.83","185.42"
"78","188","177","Male","60.33","172.72"
"88","210","190","Male","81.19","182.88"
"89","213","188","Male","70.31","177.8"
"90","217","192","Male","79.38","172.72"
"87","206","189","Male","61.23","177.8"
"88","214","192","Male","91.63","175.26"
"89","210","204","Male","95.25","187.96"
"83","198","187","Male","77.11","180.34"
"90","218","190","Male","88.45","185.42"
"87","208","198","Male","84.82","175.26"
"89","215","188","Male","81.65","170.18"
"83","205","193","Male","63.96","180.34"
"86","206","193","Male","80.74","177.8"
"92","223","191","Male","92.53","182.88"
"90","216","181","Male","84.82","170.18"
"83","195","193","Male","73.48","175.26"
"88","209","205","Male","61.23","185.42"
"95","223","197","Male","94.35","175.26"
"91","218","200","Male","99.79","180.34"
"88","210","185","Male","79.38","175.26"
"85","204","193","Male","83.91","177.8"
"81","195","189","Male","71.67","175.26"
"88","205","186","Male","81.65","175.26"
"88","213","205","Male","84.82","180.34"
"89","221","196","Male","99.79","177.8"
"83","206","190","Male","90.26","185.42"
"95","231","204","Male","109.77","187.96"
"86","208","186","Male","88.45","170.18"
"90","218","183","Male","94.8","170.18"
"91","217","183","Male","92.99","182.88"
"85","198","194","Male","87.54","180.34"
"80","197","183","Male","86.18","182.88"
"86","204","193","Male","97.52","182.88"
"84","198","195","Male","70.76","175.26"
"94","225","213","Male","96.16","185.42"
"84","199","173","Male","71.67","160.02"
"87","207","185","Male","71.67","170.18"
"87","204","182","Male","70.31","162.56"
"84","203","187","Male","93.89","177.8"
"85","202","181","Male","86.18","172.72"
"95","226","210","Male","88.45","193.04"
"90","205","198","Male","74.39","177.8"
"84","201","187","Male","62.14","182.88"
"92","217","203","Male","92.08","193.04"
"87","203","191","Male","74.84","177.8"
"89","211","199","Male","90.72","187.96"
"91","218","196","Male","88","182.88"
"92","217","201","Male","83.46","182.88"
"89","210","193","Male","92.08","177.8"
"90","217","195","Male","95.25","180.34"
"80","193","176","Male","78.02","172.72"
"87","202","178","Male","73.03","165.1"
"87","210","185","Male","89.36","175.26"
"83","198","180","Male","72.57","170.18"
"84","202","183","Male","82.1","177.8"
"84","203","184","Male","89.36","172.72"
"91","215","189","Male","74.39","172.72"
"90","216","191","Male","95.25","180.34"
"86","203","188","Male","70.31","180.34"
"86","209","183","Male","87.54","175.26"
"92","218","179","Male","79.38","172.72"
"90","214","189","Male","88.45","177.8"
"90","218","200","Male","86.18","167.64"
"88","208","202","Male","84.82","182.88"
"87","205","179","Male","79.38","172.72"
"92","221","192","Male","74.84","170.18"
"85","215","188","Male","96.16","177.8"
"87","214","199","Male","87.54","172.72"
"94","222","203","Male","81.65","198.12"
"91","222","198","Male","88.45","175.26"
"93","218","194","Male","74.84","172.72"
"87","210","191","Male","72.57","177.8"
"88","209","191","Male","111.13","175.26"
"87","212","193","Male","75.75","165.1"
"88","213","189","Male","104.33","175.26"
"85","210","191","Male","111.13","175.26"
"83","200","185","Male","68.49","180.34"
"92","218","191","Male","99.79","175.26"
"91","215","183","Male","104.33","182.88"
"92","224","198","Male","94.35","180.34"
"83","195","194","Male","86.18","182.88"
"92","222","186","Male","102.06","167.64"
"82","203","174","Male","70.31","165.1"
"94","223","198","Male","99.79","182.88"
"85","203","184","Male","63.5","170.18"
"95","225","206","Male","98.88","182.88"
"83","200","188","Male","92.53","187.96"
"89","213","189","Male","90.72","172.72"
"85","199","195","Male","83.46","175.26"
"88","207","195","Male","77.11","177.8"
"94","223","186","Male","97.52","172.72"
"88","213","200","Male","97.52","187.96"
"92","220","197","Male","77.11","180.34"
"83","198","189","Male","79.38","175.26"
"89","206","194","Male","92.99","175.26"
"84","200","174","Male","77.11","165.1"
"85","215","194","Male","63.5","170.18"
"90","212","197","Male","81.65","180.34"
"90","213","195","Male","99.79","175.26"
"89","212","188","Male","90.72","180.34"
"87","205","193","Male","70.31","175.26"
"80","192","181","Male","68.04","182.88"
"91","220","188","Male","108.86","180.34"
"90","213","190","Male","68.04","175.26"
"82","200","179","Male","79.38","177.8"
"87","203","183","Male","83.91","172.72"
"87","208","197","Male","57.61","180.34"
